,id,Genre_1,Genre_2,Genre_3
80,tt0103247,Adventure, Drama, Family
81,tt0101452,Adventure, Comedy, Fantasy
82,tt0102587,Animation, Drama, Romance
83,tt0101698,Comedy, Drama, Fantasy
84,tt0101329,Animation, Adventure, Family
85,tt0102802,Animation, Adventure, Comedy
86,tt0103262,Drama, Family, Romance
87,tt0102395,Comedy, Fantasy, Romance
88,tt0103003,Action, Comedy, Sci-Fi
89,tt0101640,Drama, Romance,None
90,tt0102316,Drama,None,None
91,tt0101615,Comedy, Drama, Music
92,tt0101821,Comedy, Family, Fantasy
93,tt0102216,Comedy, Romance,None
94,tt0101701,Comedy, Fantasy,None
95,tt0107875,Animation, Adventure, Comedy
96,tt0101811,Drama,None,None
97,tt0101301,Comedy, Family, Romance
98,tt0102969,Comedy, Drama,None
99,tt0102813,Animation, Comedy, Family
100,tt0101444,Comedy,None,None
101,tt0102729,Comedy, Crime, Mystery
102,tt0102674,Biography, Drama, Sport
103,tt0101991,Drama,None,None
104,tt0101455,Adventure, Comedy, Family
105,tt0103243,Drama, Romance,None
106,tt0103621,Adventure, Family, Fantasy
107,tt0102351,Comedy, Western,None
108,tt0101324,Comedy, Drama, Romance
109,tt0102493,Drama, Western,None
110,tt0103882,Documentary, Biography,None
111,tt0099462,Action, Comedy, Crime
112,tt0102979,Comedy, Drama, Musical
113,tt0102279,Drama, Sci-Fi,None
114,tt0102247,Family, Adventure, Fantasy
115,tt0102141,Biography, Drama,None
116,tt0103176,Adventure, Drama, Romance
117,tt0102002,Comedy, Drama, Family
118,tt0101343,Comedy, Family, Fantasy
119,tt0099300,Drama, Western,None
120,tt0104142,Adventure, Comedy,None
121,tt0101501,Action,None,None
122,tt0103036,Drama, Sport,None
123,tt0102832,Comedy,None,None
124,tt0099675,Comedy,None,None
125,tt0104109,Drama, Music,None
126,tt0103015,Comedy,None,None
127,tt0101695,Drama, War,None
128,tt0101945,Documentary, Music,None
129,tt0098372,Adventure, Drama,None
130,tt0217571,Fantasy,None,None
131,tt0102453,Comedy, Mystery, Thriller
132,tt0099741,Drama,None,None
133,tt0101445,Comedy, Crime,None
134,tt0494474,Drama,None,None
135,tt0206611,Comedy,None,None
136,tt7435570,Animation,None,None
137,tt0101372,Comedy, Crime, Mystery
138,tt0400653,Family,None,None
139,tt0103786,Comedy, Drama, Family
140,tt0104431,Adventure, Comedy, Crime
141,tt0103639,Animation, Adventure, Comedy
142,tt0104868,Comedy, Drama, Family
143,tt0105488,Comedy, Drama, Music
144,tt0104694,Comedy, Drama, Sport
145,tt0105417,Comedy, Family, Music
146,tt0104040,Comedy, Drama, Romance
147,tt0103596,Action, Comedy, Family
148,tt0104652,Animation, Adventure, Comedy
149,tt0104990,Drama, Family, History
150,tt0104187,Comedy,None,None
151,tt0104254,Animation, Adventure, Family
152,tt0105265,Drama,None,None
153,tt0105466,Adventure, Comedy, Fantasy
154,tt0104454,Drama, Romance,None
155,tt0104437,Adventure, Comedy, Family
156,tt0104940,Comedy, Drama, Family
157,tt0105402,Action, Adventure, Comedy
158,tt0104291,Drama, Romance, Sci-Fi
159,tt0104181,Drama, History, Romance
160,tt0105191,Drama, Music, Romance
161,tt0104452,Comedy, Romance,None
162,tt0104522,Adventure, Family, Fantasy
163,tt0104938,Comedy, Family, Fantasy
164,tt0101625,Comedy, Crime, Mystery
165,tt0104905,Adventure, Comedy, Family
166,tt0103872,Comedy,None,None
167,tt0105616,Animation, Adventure, Comedy
168,tt0103747,Biography, Drama, Sport
169,tt0105481,Comedy, Drama, Romance
170,tt0105078,Comedy,None,None
171,tt0104753,Biography, Drama,None
172,tt0106833,Drama, Romance,None
173,tt0102032,Comedy,None,None
174,tt0103609,Animation, Adventure, Family
175,tt0105197,Comedy, Drama,None
176,tt0104298,Animation, Adventure, Comedy
177,tt0104774,Drama,None,None
178,tt0105249,Adventure, Sci-Fi,None
179,tt0104701,Adventure, Family, Western
180,tt0104054,Drama, Family,None
181,tt0103616,Drama, Music, Romance
182,tt0131494,Comedy, Drama, Family
183,tt0104469,Comedy, Romance,None
184,tt0104504,Documentary, History,None
185,tt0103273,Comedy, Fantasy,None
186,tt0103723,Drama, Romance,None
187,tt0103640,Drama, Family,None
188,tt0104994,Comedy,None,None
189,tt0104334,Adventure, Family,None
190,tt0105080,Drama, Romance,None
191,tt0103980,Comedy, Drama, Romance
192,tt0103760,Drama, Family,None
193,tt0101852,Action, Adventure, Family
194,tt0444979,Comedy, Sci-Fi,None
195,tt0102102,Comedy,None,None
196,tt0105667,Documentary, History, Music
197,tt0106497,Comedy, Drama,None
198,tt0103625,Adventure, Drama, Romance
199,tt0224152,Comedy, Drama, Music
200,tt0234921,Comedy, Drama,None
201,tt0105412,Fantasy, Music,None
202,tt0259870,Comedy,None,None
203,tt10034258,Documentary,None,None
204,tt0107048,Comedy, Drama, Fantasy
205,tt0108037,Comedy, Drama, Family
206,tt0107688,Animation, Family, Fantasy
207,tt0106226,Drama, Romance,None
208,tt0108071,Drama, Family, Fantasy
209,tt0106611,Adventure, Comedy, Family
210,tt0108333,Action, Adventure, Romance
211,tt0107943,Drama, Romance,None
212,tt0108255,Adventure, Comedy, Family
213,tt0108160,Comedy, Drama, Romance
214,tt0107120,Comedy, Family, Fantasy
215,tt0107131,Adventure, Comedy, Drama
216,tt0108002,Biography, Drama, Sport
217,tt0108065,Biography, Drama, Sport
218,tt0106701,Comedy, Family,None
219,tt0106965,Adventure, Drama, Family
220,tt0106598,Comedy, Sci-Fi,None
221,tt0108147,Comedy, Family, Music
222,tt0107007,Drama, History, War
223,tt0107985,Comedy, Family, Fantasy
224,tt0106375,Comedy, Family, Romance
225,tt0106400,Comedy, Family,None
226,tt0106387,Comedy, Drama, Romance
227,tt0106364,Animation, Action, Adventure
228,tt0106233,Adventure, Comedy, Sport
229,tt0107426,Drama,None,None
230,tt0108308,Action, Adventure, Comedy
231,tt0107563,Action, Comedy, Fantasy
232,tt0108526,Animation, Adventure, Comedy
233,tt0108101,Biography, Drama, Romance
234,tt0107745,Animation, Adventure, Drama
235,tt0107719,Family, Fantasy, Music
236,tt0107612,Action, Comedy, Family
237,tt0259534,Animation, Action, Adventure
238,tt0107130,Biography, Drama,None
239,tt0107529,Comedy, Drama,None
240,tt0107507,Comedy, Mystery,None
241,tt0112389,Animation, Action, Adventure
242,tt0108258,Action, Adventure, Comedy
243,tt0106223,Adventure, Comedy, Drama
244,tt0106941,Comedy, Drama, Romance
245,tt0107413,Comedy, Family,None
246,tt0107979,Action, Sci-Fi,None
247,tt0107027,Action, Adventure, Drama
248,tt0108539,Adventure, Comedy, Fantasy
249,tt0106613,Comedy, Crime, Family
250,tt0108137,Drama, Family,None
251,tt0106868,Adventure, Drama, Family
252,tt0107870,Adventure, Comedy, Family
253,tt0106466,Comedy, Romance,None
254,tt0108187,Comedy, Crime,None
255,tt0107443,Comedy, Drama,None
256,tt0108515,Documentary, History,None
257,tt0108153,Comedy, Family, Fantasy
258,tt0106827,Comedy, Family,None
259,tt0294880,Comedy, Family, Fantasy
260,tt0108559,Action, Adventure, Family
261,tt0107930,Comedy,None,None
262,tt0111787,Comedy, Drama,None
263,tt0098965,Action, Adventure, Comedy
264,tt0107427,Comedy, Family,None
265,tt0136523,Drama, Family,None
266,tt0107233,Documentary,None,None
267,tt0101391,Comedy,None,None
268,tt0114244,Drama, Music,None
269,tt0108323,Documentary, Biography, History
270,tt0106722,Family, Comedy, Drama
271,tt0111725,Drama, Family,None
272,tt0162252,Drama,None,None
273,tt0106774,Biography, Drama,None
274,tt0081145,Comedy, Crime, Drama
275,tt0106860,Drama,None,None
276,tt0273788,Comedy, Sci-Fi,None
277,tt0120083,Crime, Drama, Romance
278,tt0102821,Crime, Drama, Thriller
279,tt0108663,Action, Comedy,None
280,tt0107035,Adventure, Drama, Family
281,tt0311849,Comedy,None,None
282,tt0320777,Comedy, Drama,None
283,tt0106872,Action, Drama, Thriller
284,tt0107974,Documentary,None,None
285,tt0107256,Comedy, Drama, Romance
286,tt0409008,Comedy,None,None
287,tt0107726,Family,None,None
288,tt0109813,Comedy, Family, Fantasy
289,tt0110357,Animation, Adventure, Drama
290,tt0110367,Drama, Family, Romance
291,tt0110475,Action, Comedy, Crime
292,tt0110366,Comedy, Family, Romance
293,tt0109190,Adventure, Comedy, Crime
294,tt0110364,Comedy, Family, Sport
295,tt0110167,Comedy, Drama, Romance
296,tt0109520,Comedy, Drama, Family
297,tt0110478,Action, Adventure, Comedy
298,tt0111070,Comedy, Drama, Family
299,tt0111280,Action, Adventure, Mystery
300,tt0110527,Drama, Family, Fantasy
301,tt0110989,Comedy, Family,None
302,tt0109287,Comedy, Crime, Family
303,tt0109127,Comedy, Drama, Family
304,tt0109369,Adventure, Comedy, Family
305,tt0110737,Comedy, Romance,None
306,tt0110763,Animation, Adventure, Comedy
307,tt0110687,Adventure, Comedy, Drama
308,tt0110213,Adventure, Family, Romance
309,tt0110074,Comedy, Drama, Fantasy
310,tt0110008,Animation, Comedy, Drama
311,tt0110657,Action, Drama, Family
312,tt0111333,Animation, Adventure, Comedy
313,tt0110647,Adventure, Comedy, Family
314,tt0111419,Animation, Adventure, Family
315,tt0110612,Comedy, Romance,None
316,tt0110157,Adventure, Family,None
317,tt0110123,Comedy, War,None
318,tt0110363,Comedy, Family, Sport
319,tt0109120,Adventure, Drama, Family
320,tt0111712,Comedy, Crime, Mystery
321,tt0111112,Drama, Family, Fantasy
322,tt0109484,Comedy, Drama, Romance
323,tt0109015,Action, Comedy, Family
324,tt0109969,Comedy, Music,None
325,tt0109447,Comedy,None,None
326,tt0110613,Comedy, Drama, Family
327,tt0109770,Action, Adventure, Family
328,tt0110857,Comedy, Crime,None
329,tt0109279,Adventure, Drama, Family
330,tt0110877,Biography, Comedy, Drama
331,tt0109480,Comedy, Crime, Thriller
332,tt0108395,Animation, Adventure, Comedy
333,tt0110442,Comedy, Sport,None
334,tt0111666,Adventure, Drama, Family
335,tt0109067,Comedy, Family, Sport
336,tt0111470,Comedy, Family, Fantasy
337,tt0110557,Adventure, Comedy, Crime
338,tt0110099,Comedy, Romance,None
339,tt0110305,Family, Adventure,None
340,tt0109891,Comedy, Crime, Family
341,tt0110892,Comedy, Drama, History
342,tt0110168,Comedy, Family,None
343,tt0111845,Drama,None,None
344,tt0110093,Action, Comedy, Romance
345,tt0113199,Comedy, Drama, Family
346,tt0110939,Comedy, Crime, Drama
347,tt0109739,Comedy, Family, Sport
348,tt0111590,Comedy, Drama, Romance
349,tt0110361,Drama, Music,None
350,tt0109321,Comedy, Family, Western
351,tt0111701,Adventure, Family,None
352,tt0111271,Adventure, Biography, Drama
353,tt0111543,Adventure, Comedy, Romance
354,tt0109661,Adventure, Family, Fantasy
355,tt0110818,Comedy, Family, Sci-Fi
356,tt0114556,Adventure, Family, Fantasy
357,tt0114948,Family, Fantasy,None
358,tt0145814,Drama, Fantasy,None
359,tt0110593,Comedy, Family, Fantasy
360,tt0109227,Comedy, Family, Fantasy
361,tt0109729,Documentary, Adventure, Sport
362,tt0110115,Drama,None,None
363,tt0110518,Comedy,None,None
364,tt0107259,Biography, Drama, History
365,tt0114462,Comedy, Family, Fantasy
366,tt0109408,Action, Western,None
367,tt0111408,Documentary, Family, Musical
368,tt0110676,Comedy,None,None
369,tt0111168,Adventure, Comedy, Crime
370,tt0111079,Adventure,None,None
371,tt0109784,Comedy, Drama, Family
372,tt0110432,Comedy, Family,None
373,tt0249991,Animation,None,None
374,tt0111036,Family, Drama,None
375,tt0107199,Comedy, Drama,None
376,tt0130282,Adventure, Comedy, Fantasy
377,tt0107164,Adventure,None,None
378,tt0109179,Comedy, Drama, Family
379,tt0200664,Romance,None,None
380,tt0109157,Adventure, War,None
381,tt0438120,Action, Crime, Drama
382,tt0150304,Action,None,None
383,tt0110434,Adventure, Comedy, Family
384,tt0110001,Drama,None,None
385,tt0113781,Drama, Sport,None
386,tt0110473,Documentary,None,None
387,tt0283613,Family,None,None
388,tt0109485,Documentary,None,None
389,tt0259500,Comedy,None,None
390,tt0819679,Documentary,None,None
391,tt0114709,Animation, Adventure, Comedy
392,tt0113497,Adventure, Comedy, Family
393,tt0114388,Drama, Romance,None
394,tt0114924,Comedy, Drama, Romance
395,tt0112384,Adventure, Drama, History
396,tt0112435,Comedy, Drama, Family
397,tt0113862,Drama, Music,None
398,tt0114148,Animation, Adventure, Drama
399,tt0112642,Comedy, Family, Fantasy
400,tt0113824,Animation, Drama, Family
401,tt0114319,Comedy, Drama, Romance
402,tt0113198,Animation, Adventure, Comedy
403,tt0110006,Comedy, Drama, Family
404,tt0112431,Comedy, Drama, Family
405,tt0113670,Drama, Family, Fantasy
406,tt0113820,Action, Adventure, Family
407,tt0112453,Animation, Adventure, Drama
408,tt0113442,Comedy, Family, Romance
409,tt0112499,Comedy, Family, Sport
410,tt0113419,Drama, Family, Fantasy
411,tt0113041,Comedy, Family, Romance
412,tt0113755,Comedy, Family,None
413,tt0112302,Adventure, Comedy, Drama
414,tt0109370,Action, Comedy,None
415,tt0112966,Comedy, Drama, Romance
416,tt0113114,Adventure, Drama, Family
417,tt0113617,Adventure, Western,None
418,tt0111359,Adventure, Family, Fantasy
419,tt0113538,Adventure, Comedy, Family
420,tt0113703,Drama, Romance,None
421,tt0112602,Adventure, Comedy, Crime
422,tt0113188,Adventure, Drama, Family
423,tt0110066,Comedy,None,None
424,tt0114658,Action, Comedy, Family
425,tt0114048,Action, Adventure, Comedy
426,tt0114108,Animation, Adventure, Comedy
427,tt0112342,Adventure, Drama, Family
428,tt0113089,Drama, Family, Fantasy
429,tt0113448,Comedy, Drama, Romance
430,tt0113932,Adventure, Family,None
431,tt0113028,Adventure, Family,None
432,tt0113533,Adventure, Comedy, Drama
433,tt0113737,Adventure, Family, Fantasy
434,tt0142236,Animation, Action, Sci-Fi
435,tt0113234,Animation, Adventure, Comedy
436,tt0114663,Drama, Family, Fantasy
437,tt0113211,Comedy, Drama,None
438,tt0127350,Drama, Family,None
439,tt0114296,Comedy, Drama,None
440,tt0113849,Comedy, Drama, Romance
441,tt0114798,Comedy, Drama,None
442,tt0105298,Drama,None,None
443,tt0113223,Adventure, Family, Fantasy
444,tt0112373,Documentary, Biography, War
445,tt0114210,Comedy, Romance,None
446,tt0114952,Adventure, Romance,None
447,tt0113105,Comedy, Horror, Musical
448,tt0114752,Adventure, Comedy, Drama
449,tt0114534,Drama,None,None
450,tt0112575,Drama,None,None
451,tt0109271,Adventure, Family,None
452,tt0112366,Action, Comedy, Crime
453,tt0114039,Drama, Romance,None
454,tt0110826,Adventure, Family, Fantasy
455,tt0114727,Western,None,None
456,tt0112716,Drama, Mystery,None
457,tt0112286,Adventure, Drama, Family
458,tt0113624,Family, Fantasy, Horror
459,tt0113104,Documentary,None,None
460,tt0117669,Documentary, Biography, Music
461,tt0113200,Drama, History,None
462,tt0114349,Animation, Family, Comedy
463,tt6590506,Documentary,None,None
464,tt0114040,Family, Adventure, Fantasy
465,tt0113992,Drama, Fantasy, Romance
466,tt0113669,Family, Adventure,None
467,tt0112627,Family, Comedy, Drama
468,tt0244216,Action, Comedy, Crime
469,tt0123177,Comedy, Drama, Romance
470,tt0111269,Family, Mystery,None
471,tt0219172,Comedy,None,None
472,tt0371163,Action, Crime, Thriller
473,tt0442976,Comedy, Family, Fantasy
474,tt0308565,Comedy,None,None
475,tt0283614,Family,None,None
476,tt0117008,Comedy, Family, Fantasy
477,tt0116313,Comedy,None,None
478,tt0116583,Animation, Drama, Family
479,tt0115433,Adventure, Comedy, Crime
480,tt0117705,Animation, Adventure, Comedy
481,tt0117887,Comedy, Drama, Music
482,tt0116683,Animation, Adventure, Family
483,tt0116705,Adventure, Comedy, Family
484,tt0116000,Action, Comedy, Drama
485,tt0116191,Comedy, Drama, Romance
486,tt0117333,Drama, Fantasy, Romance
487,tt0116250,Biography, Drama, History
488,tt0117331,Action, Adventure, Comedy
489,tt0117110,Action, Adventure, Comedy
490,tt0116756,Comedy, Family, Fantasy
491,tt0116329,Adventure, Drama, Family
492,tt0117038,Comedy, Drama, Fantasy
493,tt0117247,Comedy, Drama, Romance
494,tt0113682,Adventure, Drama, Fantasy
495,tt0116493,Comedy, Drama, Family
496,tt0116684,Drama, Romance,None
497,tt0116552,Adventure, Comedy, Family
498,tt0116151,Adventure, Comedy, Family
499,tt0117991,Comedy, Drama, Romance
500,tt0116322,Adventure, Crime, Drama
501,tt0116571,Comedy, Family,None
502,tt0117372,Comedy, Drama, Fantasy
503,tt0115644,Drama, Romance,None
504,tt0115940,Comedy, Drama, Romance
505,tt0115836,Comedy,None,None
506,tt0116311,Comedy, Family,None
507,tt0117608,Comedy,None,None
508,tt0120118,Drama, Family,None
509,tt0115493,Adventure, Drama, Family
510,tt0117768,Adventure, Comedy,None
511,tt0115472,Adventure, Drama, Family
512,tt0118172,Adventure, Comedy, Family
513,tt0118163,Biography, Drama, Romance
514,tt0117550,Comedy,None,None
515,tt0115509,Animation, Adventure, Family
516,tt0117615,Comedy, Drama, Music
517,tt0118147,Documentary, Sport,None
518,tt0116823,Comedy, Family,None
519,tt0117427,Adventure, Comedy, Drama
520,tt0115676,Comedy, Thriller,None
521,tt0116165,Comedy, Family, Sport
522,tt0115725,Comedy, Family, Fantasy
523,tt0116356,Comedy, Family, Fantasy
524,tt0116059,Comedy,None,None
525,tt0117040,Documentary,None,None
526,tt0116635,Biography, Drama,None
527,tt0116959,Adventure, Comedy, Family
528,tt0113141,Adventure, Family, Fantasy
529,tt0116341,Action, Adventure, Comedy
530,tt0117740,Drama,None,None
531,tt0112626,Comedy, Thriller,None
532,tt0115591,Comedy, Drama, Romance
533,tt3529404,Animation, Family,None
534,tt0117581,Action, Comedy, Family
535,tt0116074,Adventure, Family, Fantasy
536,tt0115961,Action, Adventure,None
537,tt0114485,Horror, Mystery, Thriller
538,tt0120054,Biography, Drama, Fantasy
539,tt0118214,Sci-Fi,None,None
540,tt0115522,Comedy, Crime, Family
541,tt0116238,Biography, Drama, History
542,tt0117124,Family, Fantasy, Sci-Fi
543,tt0116360,Documentary,None,None
544,tt0114929,Adventure, Family,None
545,tt0142256,Comedy, Family, Sci-Fi
546,tt0117543,Drama, Family,None
547,tt0181503,Animation, Adventure, Comedy
548,tt0113345,Family,None,None
549,tt0117711,Family, Fantasy, Horror
550,tt0115526,Drama, Family,None
551,tt0116848,Adventure, Comedy, Family
552,tt0116916,Action, Adventure, Fantasy
553,tt0172636,Comedy, Romance,None
554,tt0119775,Drama, Comedy,None
555,tt0116086,Comedy, Romance,None
556,tt0117349,Action, Comedy, Crime
557,tt0117422,Drama,None,None
558,tt0115811,Comedy,None,None
559,tt0117684,Comedy, Drama, Romance
560,tt0260078,Documentary, Biography,None
561,tt0116859,Documentary,None,None
562,tt0116912,Adventure, Drama, Family
563,tt0224611,Comedy, Romance,None
564,tt0144911,Documentary,None,None
565,tt1866089,Documentary,None,None
566,tt0275595,Action, Comedy,None
567,tt0119282,Animation, Adventure, Comedy
568,tt0119215,Comedy, Family,None
569,tt0118884,Drama, Mystery, Sci-Fi
570,tt0119303,Action, Comedy, Crime
571,tt0118617,Animation, Adventure, Drama
572,tt0120434,Comedy,None,None
573,tt0119190,Action, Adventure, Comedy
574,tt0120094,Biography, Drama, Music
575,tt0118755,Adventure, Comedy, Family
576,tt0119715,Comedy,None,None
577,tt0119137,Comedy, Family, Sci-Fi
578,tt0118570,Comedy, Drama, Family
579,tt0119432,Comedy, Family,None
580,tt0120185,Comedy, Family, Music
581,tt0118849,Drama, Family, Sport
582,tt0118829,Animation, Comedy, Family
583,tt0120029,Comedy, Family, Sci-Fi
584,tt0120479,Action, Adventure, Fantasy
585,tt0120512,Action, Adventure, Comedy
586,tt0120133,Comedy, Family, Fantasy
587,tt0120176,Drama, Mystery, Thriller
588,tt0119280,Biography, Drama, History
589,tt0119718,Adventure, Comedy, Family
590,tt0120483,Comedy, Crime, Drama
591,tt0119095,Drama, Family, Fantasy
592,tt0120389,Action, Adventure, Family
593,tt0119509,Comedy, Family,None
594,tt0120317,Action, Comedy, Crime
595,tt0120478,Adventure, Family, Sci-Fi
596,tt0118691,Comedy, Romance,None
597,tt0119214,Comedy, Crime,None
598,tt0119152,Adventure, Drama, Family
599,tt0119640,Action, Comedy,None
600,tt0123832,Family, Comedy,None
601,tt0120122,Comedy, Crime, Romance
602,tt0118980,Drama,None,None
603,tt0120087,Adventure, Comedy, Drama
604,tt0118787,Adventure, Comedy, Drama
605,tt0119899,Animation, Adventure, Comedy
606,tt0120495,Family, Horror, Mystery
607,tt0120481,Drama, Romance,None
608,tt0120550,Adventure, Comedy, Family
609,tt0119052,Drama,None,None
610,tt0116481,Documentary, Comedy, Drama
611,tt0120275,Drama, Music, Romance
612,tt0128842,Adventure, Comedy, Family
613,tt0127247,Drama, Family, Sport
614,tt0120532,Drama, Romance,None
615,tt0118700,Drama, Music, Romance
616,tt0168473,Animation, Comedy, Family
617,tt0119107,Documentary,None,None
618,tt0278789,Animation, Adventure, Family
619,tt0115916,Adventure, Family, Mystery
620,tt0119550,Family, Fantasy,None
621,tt0119544,Family,None,None
622,tt0119406,Animation, Adventure,None
623,tt0119415,Family, Adventure, Comedy
624,tt0118557,Adventure, Family, Mystery
625,tt0120163,Adventure, Drama,None
626,tt0116960,Adventure, Comedy, Family
627,tt0120370,Documentary, Comedy,None
628,tt0141986,Documentary, Music, Romance
629,tt0119744,Family, Fantasy, Sci-Fi
630,tt0236304,Action, Adventure, Drama
631,tt0128473,Comedy, Horror,None
632,tt0119724,Adventure, Family,None
633,tt0120220,Adventure, Family,None
634,tt0123975,Comedy,None,None
635,tt0120466,Adventure, Drama, Family
636,tt0126606,Drama,None,None
637,tt0119270,Comedy,None,None
638,tt0133413,Comedy, Drama,None
639,tt0119515,Drama,None,None
640,tt0170553,Documentary,None,None
641,tt0130486,Comedy, Action, Crime
642,tt0201969,Drama, Adventure, Romance
643,tt0125411,Drama,None,None
644,tt0130496,Comedy,None,None
645,tt1972789,Documentary, History,None
646,tt0126944,Drama, Romance,None
647,tt1757935,Fantasy,None,None
648,tt0120489,Comedy, Romance,None
649,tt0118563,Action, Adventure, Family
650,tt0120382,Comedy, Drama,None
651,tt0120783,Adventure, Comedy, Drama
652,tt0120587,Animation, Adventure, Comedy
653,tt0120623,Animation, Adventure, Comedy
654,tt0120794,Animation, Adventure, Drama
655,tt0120762,Animation, Adventure, Comedy
656,tt0120631,Drama, Romance,None
657,tt0128853,Comedy, Drama, Romance
658,tt0120844,Action, Adventure, Sci-Fi
659,tt0120751,Action, Adventure, Family
660,tt0141109,Comedy, Drama, Family
661,tt0190641,Animation, Action, Adventure
662,tt0120800,Animation, Adventure, Comedy
663,tt0124879,Comedy, Drama, Family
664,tt0166396,Comedy,None,None
665,tt0120595,Adventure, Comedy, Drama
666,tt0123987,Comedy, Family,None
667,tt0118539,Action, Adventure, Comedy
668,tt0120576,Drama, Music, Romance
669,tt0125454,Adventure, Comedy, Drama
670,tt0134067,Animation, Adventure, Comedy
671,tt0155753,Comedy, Family,None
672,tt0145048,Drama,None,None
673,tt0119934,Biography, Drama, Sport
674,tt0120645,Comedy, Family, Sport
675,tt0140796,Comedy, Family, Sport
676,tt0120765,Comedy, Drama,None
677,tt0120701,Comedy, Drama,None
678,tt0120510,Comedy, Drama, Family
679,tt0120213,Comedy, Family,None
680,tt0120856,Action, Adventure, Family
681,tt0120643,Drama, Romance,None
682,tt0137201,Animation, Adventure, Family
683,tt0120598,Adventure, Comedy, Drama
684,tt0120882,Comedy, Fantasy,None
685,tt0137439,Comedy, Drama, Romance
686,tt0175145,Drama,None,None
687,tt0130142,Adventure, Family,None
688,tt0129908,Comedy, Family, War
689,tt0128648,Adventure, Drama,None
690,tt0118925,Comedy, Drama, Family
691,tt0129634,Comedy, Family, Fantasy
692,tt0122735,Animation, Comedy, Drama
693,tt0166321,Family, Adventure,None
694,tt0144596,Adventure, Sci-Fi,None
695,tt0119639,Action, Adventure, Comedy
696,tt0361436,Adventure, Comedy, Family
697,tt0176415,Drama,None,None
698,tt0148482,Adventure, Comedy, Crime
699,tt0135774,Family,None,None
700,tt0158780,Animation, Adventure, Family
701,tt0125841,Comedy, Family, Fantasy
702,tt0155815,Sci-Fi,None,None
703,tt0147856,Drama,None,None
704,tt0225947,Comedy, Family, Sport
705,tt0120659,Biography, Drama, Sport
706,tt0144597,Adventure, Family, Fantasy
707,tt0116727,Adventure, Fantasy,None
708,tt0120044,Adventure, Comedy, Family
709,tt0161988,Drama, Family, Sci-Fi
710,tt0168993,Adventure, Family,None
711,tt0162035,Family, Fantasy,None
712,tt0159037,Adventure, Comedy, Family
